t, adc1
5.759995, 393.000000
5.779995, 413.000000
5.799995, 394.000000
5.819995, 393.000000
5.839995, 393.000000
5.859995, 394.000000
5.879995, 394.000000
5.899995, 395.000000
5.919995, 393.000000
5.939995, 393.000000
5.959995, 394.000000
5.979995, 394.000000
5.999995, 395.000000
6.019995, 395.000000
6.039995, 393.000000
6.059995, 394.000000
6.079995, 394.000000
6.099995, 394.000000
6.119995, 394.000000
6.139995, 393.000000
6.159995, 393.000000
6.179995, 394.000000
6.199995, 394.000000
6.219995, 393.000000
6.239995, 394.000000
6.259995, 394.000000
6.279995, 393.000000
6.299995, 395.000000
6.319995, 394.000000
6.339995, 394.000000
6.359995, 394.000000
6.379995, 394.000000
6.399995, 394.000000
6.419995, 394.000000
6.439995, 393.000000
6.459995, 394.000000
6.479995, 394.000000
6.499995, 394.000000
6.519995, 393.000000
6.539995, 396.000000
6.559995, 395.000000
6.579995, 393.000000
6.599995, 394.000000
6.619995, 393.000000
6.639995, 393.000000
6.659995, 394.000000
6.679995, 393.000000
6.699995, 393.000000
6.719995, 394.000000
6.739995, 394.000000
6.759995, 393.000000
6.779994, 394.000000
6.799994, 394.000000
6.819994, 395.000000
6.839994, 394.000000
6.859994, 394.000000
6.879994, 394.000000
6.899994, 394.000000
6.919994, 393.000000
6.939994, 393.000000
6.959994, 394.000000
6.979994, 394.000000
6.999994, 393.000000
7.019994, 394.000000
7.039994, 394.000000
7.059994, 392.000000
7.079994, 393.000000
7.099994, 394.000000
7.119994, 394.000000
7.139994, 393.000000
7.159994, 394.000000
7.179994, 394.000000
7.199994, 394.000000
7.219994, 394.000000
7.239994, 394.000000
7.259994, 395.000000
7.279994, 394.000000
7.299994, 394.000000
7.319994, 394.000000
7.339994, 395.000000
7.359994, 394.000000
7.379994, 393.000000
7.399994, 394.000000
7.419994, 393.000000
7.439994, 393.000000
7.459994, 395.000000
7.479994, 394.000000
7.499994, 393.000000
7.519994, 393.000000
7.539994, 394.000000
7.559994, 393.000000
7.579994, 394.000000
7.599994, 395.000000
7.619994, 393.000000
7.639994, 394.000000
7.659994, 394.000000
7.679994, 394.000000
7.699994, 394.000000
7.719994, 395.000000
7.739994, 394.000000
7.759994, 394.000000
7.779994, 394.000000
7.799994, 395.000000
7.819993, 395.000000
7.839993, 395.000000
7.859993, 393.000000
7.879993, 392.000000
7.899993, 393.000000
7.919993, 399.000000
7.939993, 393.000000
7.959993, 389.000000
7.979993, 392.000000
7.999993, 393.000000
8.019994, 393.000000
8.039994, 393.000000
8.059995, 394.000000
8.079995, 393.000000
8.099996, 393.000000
8.119996, 394.000000
8.139997, 394.000000
8.159997, 394.000000
8.179997, 393.000000
8.199998, 394.000000
8.219998, 393.000000
8.239999, 393.000000
8.259999, 392.000000
8.280000, 394.000000
8.300000, 393.000000
8.320001, 394.000000
8.340001, 393.000000
8.360002, 393.000000
8.380002, 394.000000
8.400002, 393.000000
8.420003, 394.000000
8.440003, 394.000000
8.460004, 394.000000
8.480004, 393.000000
8.500005, 393.000000
8.520005, 395.000000
8.540006, 394.000000
8.560006, 394.000000
8.580007, 394.000000
8.600007, 394.000000
8.620008, 394.000000
8.640008, 394.000000
8.660008, 394.000000
8.680009, 395.000000
8.700009, 395.000000
8.720010, 394.000000
8.740010, 394.000000
8.760011, 394.000000
8.780011, 394.000000
8.800012, 393.000000
8.820012, 395.000000
8.840013, 393.000000
8.860013, 393.000000
8.880013, 393.000000
8.900014, 394.000000
8.920014, 393.000000
8.940015, 394.000000
8.960015, 394.000000
8.980016, 394.000000
9.000016, 394.000000
9.020017, 394.000000
9.040017, 393.000000
9.060018, 394.000000
9.080018, 394.000000
9.100019, 393.000000
9.120019, 393.000000
9.140019, 394.000000
9.160020, 394.000000
9.180020, 394.000000
9.200021, 393.000000
9.220021, 394.000000
9.240022, 394.000000
9.260022, 394.000000
9.280023, 394.000000
9.300023, 394.000000
9.320024, 394.000000
9.340024, 394.000000
9.360024, 394.000000
9.380025, 394.000000
9.400025, 393.000000
9.420026, 394.000000
9.440026, 394.000000
9.460027, 393.000000
9.480027, 394.000000
9.500028, 394.000000
9.520028, 394.000000
9.540029, 393.000000
9.560029, 393.000000
9.580029, 394.000000
9.600030, 393.000000
9.620030, 394.000000
9.640031, 393.000000
9.660031, 393.000000
9.680032, 394.000000
9.700032, 394.000000
9.720033, 393.000000
9.740033, 395.000000
9.760034, 394.000000
9.780034, 394.000000
9.800035, 394.000000
9.820035, 393.000000
9.840035, 393.000000
9.860036, 393.000000
9.880036, 395.000000
9.900037, 394.000000
9.920037, 394.000000
9.940038, 393.000000
9.960038, 394.000000
9.980039, 393.000000
