t_ur, ur1, ur2, ur3
9.960038, -0.219766, 0.108860, 1.019001
9.980039, -0.039309, 0.297314, 1.025584
10.000039, -0.056991, -0.531061, 0.821701
10.020040, -0.267052, 0.063942, 0.830969
10.040040, -0.292175, -0.139948, 1.035635
10.060040, -0.131755, -0.311851, 1.234304
10.080041, 0.022880, -0.066122, 1.029221
10.100041, -0.010589, 0.169530, 1.042950
10.120042, -0.007259, -0.229876, 0.450941
10.140042, -0.388370, 0.800088, 0.674334
10.160043, -0.568105, 0.217927, 0.669316
10.180043, 0.267527, 0.049840, 0.853078
10.200044, -0.313663, 0.274776, 1.030465
10.220044, -0.278351, 0.492529, 2.225837
10.240045, -0.041579, 0.304226, 0.967075
10.260045, -0.211831, 0.119446, 0.731504
10.280046, 0.216867, 0.330162, 0.702440
10.300046, -0.201839, 0.131709, 0.485072
10.320046, -0.223727, 0.128418, 0.481700
10.340047, -0.243327, 0.112719, 0.688236
10.360047, -0.058669, 0.095756, 0.692484
10.380048, -0.078284, 0.287388, 0.704236
10.400048, -0.298750, 0.075451, 0.514204
10.420049, 0.308740, -0.132430, 0.122281
10.440049, 0.316661, 0.066641, 0.551403
10.460050, 0.125971, 0.663577, 0.776472
10.480050, -0.065640, 0.439072, 0.603371
10.500051, 0.142266, 0.024718, 1.032739
10.520051, 0.138189, 0.024884, -0.381470
10.540051, -0.056814, 0.623731, 1.064994
10.560052, -0.033103, 0.398882, 0.861117
10.580052, -0.432110, 0.192033, 1.052423
10.600053, -0.030867, -0.003967, 0.824640
10.620053, -0.252563, 1.646362, 1.209568
10.640054, 0.131538, 0.435833, 1.187977
10.660054, -0.088146, -0.165408, 0.964925
10.680055, 0.108928, 0.250179, 0.951171
10.700055, -0.100677, 0.461019, 1.353168
10.720056, 0.115172, 0.454536, 0.329803
10.740056, -0.268271, 0.235559, 0.535378
10.760056, -0.036339, 0.622892, 0.939414
10.780057, -0.019916, -0.009271, 0.727831
10.800057, -0.010500, 0.178482, 0.919196
10.820058, -0.014023, -0.031590, 0.901024
10.840058, 0.185272, 0.377710, 0.672391
10.860059, -0.024711, 0.377810, 0.240377
10.880059, -0.240024, 0.383290, 0.625001
10.900060, -0.245449, -0.022402, 0.601434
10.920060, -0.046216, -0.837525, 0.992211
10.940061, -0.045678, 0.595364, 0.977933
10.960061, 0.160548, -0.223885, 6.281920
10.980062, -0.042333, 0.178089, 0.148456
11.000062, 0.160168, -0.035180, 0.564592
11.020062, -0.053766, -0.040975, 0.787636
11.040063, -0.271707, 0.164885, 0.805783
11.060063, -0.285463, 0.375756, 0.221680
11.080064, -0.096076, 0.179139, 0.667314
11.100064, -0.309548, 0.189640, 0.906472
11.120065, 0.099934, -0.000114, 0.325732
11.140065, 0.104935, 0.220290, 0.560826
11.160066, -0.297747, 0.239135, 0.385829
11.180066, 0.121935, -0.155121, 1.027492
11.200067, -0.072526, 0.677563, 0.640799
11.220067, -0.270517, 0.284878, 0.861136
11.240067, -0.054040, 0.302060, 0.861478
11.260068, -0.242098, 0.308880, 1.053546
11.280068, -0.227836, 0.107887, 1.039206
11.300069, -0.026147, -0.100559, -0.813772
11.320069, -0.036713, 0.096810, 1.013539
11.340070, 0.160036, 0.084352, 1.204899
11.360070, 0.148845, 0.681697, 0.376242
11.380071, -0.065857, -0.555791, 1.181379
11.400071, -0.281211, 0.252530, 0.962976
11.420072, -0.084020, 0.242698, 0.747344
11.440072, -0.088386, 0.436386, 0.940879
11.460073, -0.294819, 0.020576, 0.527842
11.480073, 0.113168, 0.018221, 0.931810
11.500073, -0.288033, 0.221576, 0.520508
11.520074, -0.073576, 0.425007, 0.520091
11.540074, -0.068330, 0.019649, -0.091737
11.560075, -0.472044, 0.435761, 0.725051
11.580075, 0.144355, -0.167942, 1.133708
11.600076, -0.467494, -0.157773, 0.724827
11.620076, -0.260217, 0.251627, 0.936356
11.640077, -0.259673, 0.250403, 1.145930
11.660077, -0.059364, -0.158544, 0.536628
11.680078, -0.062347, 0.457332, 1.150219
11.700078, -0.270337, 0.252281, 1.151738
11.720078, -0.067626, 0.046810, 0.950495
11.740079, 0.133943, 0.458763, 0.954655
11.760079, -0.069050, 0.458976, 0.752406
11.780080, 0.545767, 0.048339, 0.755193
11.800080, -0.269901, 0.455198, 0.963640
11.820081, -0.271483, -0.159113, -0.258199
11.840081, -0.477257, 0.047543, 0.358839
11.860082, -0.068043, 0.050424, 0.766331
11.880082, -0.067296, 0.459210, 0.973898
11.900083, 0.136600, 0.455895, 0.774690
11.920083, -0.070051, 0.250444, 0.779309
11.940084, -0.277329, 0.662570, 0.780165
11.960084, -0.277729, -0.151922, 0.776913
11.980084, 0.133740, 0.258780, 0.567757
12.000085, -0.273119, 0.260827, 1.175221
12.020085, -0.066352, 0.060915, 0.555603
12.040086, -0.064468, 0.467932, 0.549670
12.060086, -0.063276, 0.056282, 0.953900
12.080087, -0.266215, 0.664368, 0.746795
