t, x2_estimate, x2_phiobs, x2_fullobs
10.420049, -0.020551, -0.030127, 0.027337
10.440049, -0.018509, -0.040091, 0.022406
10.460050, -0.012184, -0.034985, 0.022524
10.480050, -0.014537, -0.027251, 0.029512
10.500051, -0.024590, -0.022408, 0.020793
10.520051, -0.024990, -0.026629, 0.026166
10.540051, -0.015336, -0.027916, 0.029057
10.560052, -0.001886, -0.013161, 0.024886
10.580052, 0.000888, -0.003102, 0.039678
10.600053, -0.013205, -0.012602, 0.040160
10.620053, -0.021461, -0.023608, 0.028663
10.640054, -0.012295, -0.024032, 0.029853
10.660054, 0.003529, -0.006801, 0.026726
10.680055, 0.009477, 0.005685, 0.043722
10.700055, -0.000111, 0.003068, 0.041745
10.720056, -0.005415, -0.003869, 0.038891
10.740056, 0.003240, -0.008514, 0.043791
10.760056, 0.013072, -0.001955, 0.047180
10.780057, 0.013982, 0.006882, 0.048418
10.800057, 0.002952, 0.008548, 0.044032
10.820058, -0.005082, 0.000225, 0.038523
10.840058, 0.000843, -0.005382, 0.031433
10.860059, 0.012428, 0.003909, 0.028596
10.880059, 0.011319, 0.007175, 0.040220
10.900060, -0.004616, -0.004158, 0.036670
10.920060, -0.014958, -0.017983, 0.026789
10.940061, -0.011496, -0.021424, 0.022085
10.960061, -0.000799, -0.012945, 0.021621
10.980062, 0.000777, -0.004600, 0.027932
11.000062, -0.010209, -0.010101, 0.027987
11.020062, -0.021417, -0.018323, 0.016126
11.040063, -0.018199, -0.025595, 0.016751
11.060063, -0.008900, -0.020822, 0.014296
11.080064, -0.005681, -0.021000, 0.027264
11.100064, -0.015935, -0.026282, 0.025781
11.120065, -0.025922, -0.025130, 0.010911
11.140065, -0.023436, -0.027349, 0.017153
11.160066, -0.011518, -0.024890, 0.018104
11.180066, 0.000089, -0.010800, 0.024402
11.200067, 0.000355, -0.002194, 0.029790
11.220067, -0.010542, -0.003003, 0.024850
11.240067, -0.013782, -0.011027, 0.020795
11.260068, -0.003862, -0.006800, 0.011789
11.280068, 0.006880, 0.000332, 0.020957
11.300069, 0.003817, -0.002036, 0.026436
11.320069, -0.009055, -0.007421, 0.019380
11.340070, -0.018398, -0.021307, 0.019049
11.360070, -0.016068, -0.031441, 0.016131
11.380071, -0.004550, -0.021215, 0.017011
11.400071, 0.002641, -0.003787, 0.020453
11.420072, -0.003018, 0.004266, 0.022580
11.440072, -0.008833, -0.000201, 0.018506
11.460073, -0.002774, -0.001747, 0.013044
11.480073, 0.012206, 0.007869, 0.013951
11.500073, 0.014692, 0.008847, 0.029390
11.520074, -0.000444, -0.003932, 0.023512
11.540074, -0.016024, -0.017636, 0.012268
11.560075, -0.019153, -0.028254, 0.010245
11.580075, -0.007657, -0.024259, 0.009567
11.600076, 0.003928, -0.007375, 0.018699
11.620076, -0.000377, -0.006866, 0.031761
11.640077, -0.015535, -0.021475, 0.030330
11.660077, -0.023081, -0.032239, 0.021378
11.680078, -0.014847, -0.028025, 0.018242
11.700078, 0.000200, -0.010361, 0.021993
11.720078, 0.002952, -0.002894, 0.036969
11.740079, -0.011163, -0.012294, 0.036147
11.760079, -0.021772, -0.022234, 0.021870
11.780080, -0.018243, -0.028485, 0.024727
11.800080, -0.007080, -0.023224, 0.024283
11.820081, 0.002042, -0.006442, 0.025852
11.840081, -0.002885, 0.001470, 0.033533
11.860082, -0.011407, -0.003262, 0.023665
11.880082, -0.009632, -0.005351, 0.015744
11.900083, 0.005038, 0.004489, 0.011191
11.920083, 0.013405, 0.010276, 0.025021
11.940084, 0.001576, -0.002621, 0.030185
11.960084, -0.017155, -0.022309, 0.021957
11.980084, -0.024080, -0.034215, 0.014153
12.000085, -0.013982, -0.026589, 0.008579
12.020085, -0.001132, -0.016935, 0.028006
12.040086, -0.000777, -0.006793, 0.022722
12.060086, -0.006614, 0.000828, 0.021405
