t_g, g1, g2, g3
4.479997, 0.045387, -0.211842, 0.344442
4.499997, 0.578439, -0.325293, -0.037074
4.519997, 0.413693, -0.167339, -0.187193
4.539997, -0.067688, -0.337250, -0.398174
4.559997, 0.321300, -0.423481, -0.351753
4.579997, 0.456517, -0.575976, -0.040435
4.599997, 0.724723, -0.022709, -0.353724
4.619997, 0.343112, -0.043909, -0.261611
4.639997, 0.252873, -0.206585, -0.244496
4.659997, 0.355319, -0.156710, -0.061063
4.679996, 0.176605, -0.275352, -0.125314
4.699996, 0.162286, -0.214105, -0.204531
4.719996, 0.251394, -0.166955, -0.087730
4.739996, 0.333608, -0.009068, 0.043432
4.759996, 0.457362, -0.369865, -0.373453
4.779996, 0.718113, -0.099399, -0.226851
4.799996, 0.099956, -0.368767, -0.022993
4.819996, 0.309404, -0.425543, -0.336420
4.839996, 0.353831, -0.268194, -0.139446
4.859996, 0.463591, 0.067026, -0.390386
4.879996, 0.268243, -0.180647, -0.156383
4.899996, 0.301650, -0.414756, -0.160386
4.919996, 0.367611, -0.287119, -0.240868
4.939996, 0.315498, -0.030698, -0.093227
4.959996, 0.308125, -0.545766, -0.531926
4.979996, 0.319699, -0.394127, -0.120740
4.999996, 0.333872, 0.048713, -0.430055
5.019996, 0.046830, -0.036808, -0.142986
5.039996, 0.326871, -0.396832, -0.239754
5.059996, 0.488195, -0.036775, 0.013291
5.079996, 0.501257, -0.282594, -0.740799
5.099996, 0.020250, -0.159639, 0.006606
5.119996, 0.410926, 0.008391, -0.321641
5.139996, 0.305109, -0.140995, -0.091436
5.159996, 0.419549, -0.227784, -0.195406
5.179996, 0.076071, 0.186686, -0.239166
5.199996, 0.318738, -0.332998, -0.075970
5.219996, 0.389548, -0.094598, -0.345772
5.239996, 0.245296, -0.401762, -0.518489
5.259996, 0.403139, -0.012747, -0.214079
5.279996, 0.646277, 0.024527, -3.457283
5.299996, 0.584980, -0.535326, 5.550597
5.319996, 2.632656, 1.623396, -0.545604
5.339996, 0.835594, -1.488877, 1.222911
5.359996, 1.131188, 0.289204, 0.396144
5.379996, 1.010757, -1.332653, -0.032820
5.399996, 0.258360, 1.877343, -0.235082
5.419996, -0.037291, -0.512772, -0.014849
5.439996, 0.158596, 0.816979, 0.026116
5.459996, 0.131768, -0.535199, -0.115753
5.479996, -0.521838, 0.205778, 0.430420
5.499996, -0.170928, 0.779192, 0.144443
5.519996, 0.060184, -0.559179, -0.328714
5.539996, 0.705294, -1.242279, -0.005601
5.559996, 0.628699, -0.430256, -0.044129
5.579996, 0.212409, -0.194528, -0.474715
5.599996, 0.041949, 0.013744, -0.222292
5.619996, 0.317393, -0.550492, 0.043196
5.639996, 0.272552, 0.089443, -0.152335
5.659996, 0.193242, -0.035867, -0.270936
5.679996, 0.498465, 0.003541, -0.220579
5.699996, 0.439560, -0.426699, 0.014150
5.719995, -0.060349, -0.332009, -0.318103
5.739995, 0.180592, -0.357236, 0.026400
5.759995, 0.283798, 0.028478, -0.293536
5.779995, 0.075144, -0.255274, 0.166075
5.799995, 0.252287, -0.091840, -0.296295
5.819995, 0.398493, -0.612701, -0.330067
5.839995, 0.463143, -0.030271, 0.010909
5.859995, 0.229992, -0.170810, -0.284296
5.879995, 0.100149, -0.394532, 0.016773
5.899995, 0.214592, -0.007081, -0.203785
5.919995, 0.020560, -0.267390, -0.180117
5.939995, 0.344497, -0.164168, -0.154924
5.959995, 0.302919, -0.141434, 0.301087
5.979995, 0.096760, -0.255428, -0.200851
5.999995, 0.365986, -0.186976, -0.363725
6.019995, 0.610157, -0.386874, -0.192556
6.039995, 0.421619, 0.069901, -0.205228
6.059995, 0.482676, -0.073131, 0.040801
6.079995, 0.197070, -0.114164, -0.093896
6.099995, 0.328802, 0.269947, -0.586518
6.119995, 0.124742, 0.070886, -0.193182
6.139995, 0.224162, 0.003121, -0.173173
6.159995, 0.357101, -0.163848, -0.460750
6.179995, 0.414529, -0.437191, -0.163840
6.199995, 0.155252, 0.022800, -0.053543
6.219995, 0.242687, 0.089741, -0.231185
6.239995, 0.319411, -0.393170, -0.117909
6.259995, 0.134804, -0.314209, 0.009567
6.279995, 0.478355, -0.095212, -0.373663
6.299995, 0.393925, -0.430352, -0.163308
6.319995, 0.415109, -0.179338, -0.290608
6.339995, -0.019951, -0.249387, -0.249645
6.359995, 0.142146, -0.180053, 0.156636
6.379995, 0.657709, -0.393419, -0.458842
6.399995, 0.488266, -0.011801, -0.354168
6.419995, 0.524207, -0.459620, -0.146818
6.439995, 0.286577, 0.028346, -0.511402
6.459995, 0.144077, 0.017847, -0.343186
6.479995, 0.379208, -0.272828, 0.133473
6.499995, 4.476647, 0.271277, -5.895259
6.519995, -4.470165, -6.029501, -0.860705
6.539995, 6.946167, 4.512201, -0.154132
6.559995, -0.908450, -2.360429, 0.331011
6.579995, 1.870771, 0.681359, -1.066989
6.599995, 1.294764, -0.331972, -0.348822
6.619995, -0.693551, 0.299685, -0.571399
6.639995, 0.089986, 0.935433, 0.454670
6.659995, 0.718344, -1.446314, -0.483821
6.679995, 0.315674, 0.149522, 0.119853
6.699995, 0.331468, 0.491695, -0.599987
6.719995, 0.198851, 0.150312, -0.378977
6.739995, 0.151148, -0.488184, 0.418276
6.759995, 0.251333, -0.319284, -0.332315
6.779994, 0.172675, 0.311909, -0.319086
6.799994, -0.178562, -0.110598, 0.170586
6.819994, 0.091596, -0.451369, -0.438646
6.839994, 0.489547, -0.209637, -0.549774
6.859994, 0.108016, -0.118461, 0.075842
6.879994, 0.411433, 0.228443, -0.312761
6.899994, 0.328797, 0.182848, -0.481009
6.919994, 0.432183, -0.682696, -0.251483
6.939994, 0.109587, -0.408538, -0.211193
6.959994, 0.186996, -0.510821, -0.034436
6.979994, 0.128479, -0.144597, -0.269466
6.999994, 0.096082, -0.041221, -0.348321
7.019994, 0.347760, -0.352022, 0.120675
7.039994, -0.013892, 0.072616, -0.344815
7.059994, 0.285129, -0.066946, -0.230345
7.079994, 0.205764, 0.129964, -0.435450
7.099994, 0.209965, -0.157644, -0.241364
7.119994, -0.045655, 0.061511, -0.421737
7.139994, 0.008820, -0.199120, -0.174642
7.159994, -0.008511, -0.229659, 0.025444
7.179994, 0.518659, 0.149698, -0.290156
