t, phi, uk, ur, tm
9.200000, 0.024203, 0.001027, -61.014278, 0.001148
9.220000, 0.024009, 0.007160, -60.497162, 0.004263
9.240000, 0.024171, 0.018656, -59.974678, 0.011587
9.260000, 0.024409, 0.016662, -60.487659, 0.010740
9.280000, 0.024750, 0.002403, -61.523891, 0.003315
9.300000, 0.024697, -0.005914, -61.021221, -0.000230
9.320000, 0.024473, 0.001882, -57.947384, 0.007887
9.340000, 0.024378, 0.006838, -61.008469, 0.004815
9.360000, 0.024236, -0.003079, -57.952347, 0.004383
9.380000, 0.024017, -0.017863, -57.456142, -0.003118
9.400000, 0.023524, -0.027931, -58.488304, -0.011997
9.420000, 0.023375, -0.022320, -57.971588, -0.008953
9.440000, 0.023048, -0.013529, -55.407864, -0.001637
9.460000, 0.022507, -0.017879, -54.901230, -0.005271
9.480000, 0.022156, -0.032548, -58.492924, -0.020146
9.500000, 0.021427, -0.036347, -54.919697, -0.019151
9.520000, 0.020097, -0.026725, -54.910072, -0.019988
9.540000, 0.020193, -0.012900, -55.407234, -0.013496
9.560000, 0.019968, -0.005628, -57.443909, -0.014240
