t_uk, uk1, uk2, uk3
3.679997, -0.000610, -0.000771, -0.000292
3.699997, -0.001629, -0.000709, -0.001926
3.719997, -0.001407, -0.001554, -0.001308
3.739997, -0.001904, -0.000645, -0.001016
3.759997, -0.001402, 0.000922, -0.001309
3.779997, -0.002515, -0.000383, -0.002554
3.799997, -0.001853, -0.000440, -0.001776
3.819997, -0.001320, 0.000128, -0.000938
3.839997, -0.001148, -0.001672, -0.002011
3.859997, -0.000999, -0.000253, -0.001748
3.879997, -0.001795, 0.000358, -0.001846
3.899997, -0.001417, -0.000163, 0.000665
3.919997, -0.002093, -0.000269, -0.001624
3.939997, -0.001172, -0.000300, -0.000962
3.959997, -0.001076, -0.000847, -0.001048
3.979997, -0.001637, 0.000067, -0.000880
3.999997, -0.000799, -0.000612, -0.001049
4.019997, -0.001551, -0.000856, -0.001661
4.039997, -0.000851, -0.001079, -0.001367
4.059997, -0.002364, -0.000236, -0.002592
4.079997, -0.001407, -0.000680, -0.002297
4.099997, -0.002007, -0.000425, -0.001546
4.119997, -0.001738, -0.001311, -0.001612
4.139997, -0.001135, 0.001014, -0.000825
4.159997, -0.002262, -0.001280, -0.003376
4.179997, -0.001554, -0.000398, -0.000941
4.199997, -0.001449, -0.000356, -0.001830
4.219997, -0.000761, -0.000760, -0.001690
4.239997, -0.001905, -0.000196, -0.001016
4.259997, -0.001174, -0.001347, -0.001606
4.279997, -0.000852, -0.000918, -0.000983
4.299997, -0.001020, -0.001234, -0.002040
4.319997, -0.000874, -0.000009, -0.000810
4.339997, -0.001440, 0.000803, -0.001104
4.359997, -0.000593, -0.000501, -0.001495
4.379997, -0.001639, -0.000819, -0.002323
4.399997, -0.001457, -0.000050, -0.001469
4.419997, -0.000028, -0.001541, -0.000639
4.439997, -0.002249, -0.001597, -0.000752
4.459997, -0.001867, -0.001126, 0.000120
4.479997, -0.002271, 0.000345, -0.001593
4.499997, -0.001118, -0.001517, -0.001975
4.519997, -0.001049, 0.000125, -0.002349
4.539997, -0.002128, 0.000532, -0.001427
4.559997, -0.001100, -0.001763, -0.001028
4.579997, -0.001501, -0.000275, -0.001085
4.599997, -0.001329, -0.001816, -0.001617
4.619997, -0.001815, 0.000728, -0.001741
4.639997, -0.001495, -0.000467, -0.000772
4.659997, -0.000895, -0.001199, -0.001233
4.679996, -0.001967, -0.001060, -0.001263
4.699996, -0.001674, 0.000288, -0.002460
4.719996, -0.001901, 0.000716, -0.001759
4.739996, -0.001456, -0.001389, -0.001993
4.759996, -0.001626, -0.000455, -0.001112
4.779996, -0.001139, -0.001101, -0.001557
4.799996, -0.002686, -0.001126, -0.002361
4.819996, -0.001129, 0.000048, -0.001512
4.839996, -0.001602, -0.000505, -0.001024
4.859996, -0.000778, -0.001918, -0.000433
4.879996, -0.002483, -0.001237, -0.001557
4.899996, -0.000544, 0.000381, -0.001255
4.919996, -0.001076, -0.000268, -0.002356
4.939996, -0.001659, -0.000792, -0.002041
4.959996, -0.000780, -0.000783, -0.001852
4.979996, -0.001629, -0.000142, -0.001078
4.999996, -0.001991, -0.000520, -0.001499
5.019996, -0.001114, -0.000644, -0.001626
5.039996, -0.001553, 0.000139, -0.001394
5.059996, -0.001387, -0.001469, -0.001038
5.079996, -0.001361, -0.000039, -0.002092
5.099996, -0.001755, -0.001348, -0.001092
5.119996, -0.001553, -0.000591, -0.000833
5.139996, -0.001958, -0.002399, -0.002788
5.159996, -0.002284, -0.001146, -0.001809
5.179996, -0.000938, -0.001939, -0.002318
5.199996, -0.000757, -0.000524, -0.001928
5.219996, -0.002598, -0.001499, -0.001503
5.239996, -0.001696, -0.001083, -0.000172
5.259996, -0.002282, -0.000180, -0.000277
5.279996, -0.001970, 0.000099, -0.000723
5.299996, -0.001547, 0.000123, -0.002955
5.319996, -0.000460, -0.000660, -0.001263
5.339996, -0.001629, 0.000211, -0.002136
5.359996, -0.001306, 0.000054, -0.001396
5.379996, -0.001461, -0.000001, -0.001419
5.399996, -0.001700, -0.000936, -0.001758
5.419996, -0.001429, -0.001047, -0.001562
5.439996, -0.001164, -0.001645, -0.001865
5.459996, -0.001354, -0.001168, -0.001681
5.479996, -0.002217, -0.000084, -0.001833
5.499996, -0.001437, -0.001746, -0.001269
5.519996, -0.001330, -0.000844, -0.000587
5.539996, -0.001715, -0.001163, -0.001313
5.559996, -0.002269, -0.000260, -0.001612
5.579996, -0.001346, 0.000763, -0.001837
5.599996, -0.000682, 0.000167, -0.000984
5.619996, -0.001032, -0.001700, 0.000080
5.639996, -0.002000, 0.000541, -0.003580
5.659996, -0.001117, 0.000356, -0.002090
5.679996, -0.000868, -0.000432, -0.001130
5.699996, -0.002281, -0.000471, -0.001497
5.719995, -0.001404, -0.001116, -0.001821
5.739995, -0.002193, -0.000861, -0.000834
5.759995, -0.001254, -0.000196, -0.000946
5.779995, -0.001812, 0.000005, -0.002801
5.799995, -0.000884, -0.001535, -0.001898
5.819995, -0.000976, -0.000106, -0.001513
5.839995, -0.001733, -0.000006, -0.001143
5.859995, -0.001181, -0.000912, -0.001549
5.879995, -0.001798, -0.001088, -0.000564
5.899995, -0.001243, -0.000314, -0.002070
5.919995, -0.001925, -0.000546, -0.001868
5.939995, -0.002501, 0.000159, -0.003819
5.959995, -0.000669, -0.001054, -0.001778
5.979995, -0.001653, 0.000950, -0.001505
5.999995, -0.001485, -0.001266, -0.001027
6.019995, -0.001381, -0.000705, -0.000978
6.039995, -0.000554, -0.001346, -0.001621
6.059995, -0.001643, -0.000294, -0.000454
6.079995, -0.001692, -0.001177, -0.002751
6.099995, -0.001897, -0.000477, -0.001530
