t, ur1, ur2, ur3
5.879995, 3.826333, 10.749735, -19.482267
5.899995, -2.799922, 43.461815, -16.907728
5.919995, -6.341084, 47.057751, -20.964581
5.939995, -23.117279, 61.410896, -25.995426
5.959995, -18.421272, 70.638901, -3.952128
5.979995, -19.320671, 73.730110, -21.245201
5.999995, -23.775768, 55.404713, -20.095106
6.019995, -27.768728, 62.133762, -28.180428
6.039995, -29.747248, 60.182568, -20.971668
6.059995, -33.275761, 58.726509, -18.887508
6.079995, -33.218544, 60.848682, -15.791175
6.099995, -38.260151, 54.284817, -15.247297
6.119995, -35.124157, 50.284267, -17.258163
6.139995, -35.584743, 42.693645, -8.559855
6.159995, -34.526085, 49.918827, -9.061831
6.179995, -38.576527, 32.606010, 1.684605
6.199995, -38.537331, 33.174877, 7.326061
6.219995, -38.495609, 16.883720, 22.671286
6.239995, -47.124985, 37.921288, 34.963245
6.259995, -76.155243, 30.361305, 10.499018
6.279995, -67.380951, 28.369120, 20.755823
6.299995, -87.791534, 24.258471, 29.906639
6.319995, -82.657494, 36.004402, 20.162012
6.339995, -73.457802, 11.464864, 34.422169
6.359995, -63.272987, 1.230978, 36.413689
6.379995, -65.886642, 7.360117, 47.096947
6.399995, -62.368076, 5.320644, 37.357159
6.419995, -63.450047, -0.835660, 39.889091
6.439995, -60.462460, 0.633715, 38.819298
6.459995, -62.069923, -3.016738, 35.701630
6.479995, -57.548843, -4.637039, 37.174129
6.499995, -56.617466, -3.199900, 34.546787
6.519995, -55.177608, -4.317182, 35.499092
6.539995, -55.264362, -1.340447, 34.920841
6.559995, -52.274357, -2.447665, 26.681475
6.579995, -49.791420, 5.131331, 30.196093
6.599995, -51.391800, -0.057962, 26.561874
6.619995, -44.286507, 6.019478, 23.966600
6.639995, -43.312584, 2.902881, 22.902550
6.659995, -35.694660, 8.991918, 22.874386
6.679995, -36.755947, 14.580187, 11.104684
6.699995, -28.614523, 11.996393, 21.322279
6.719995, -24.050056, 18.609793, 8.041729
6.739995, -24.062418, 10.427770, 11.650514
6.759995, -24.086699, 31.362490, 1.961304
6.779994, -7.743768, 31.344225, -9.765094
6.799994, -5.204838, 15.993058, -2.572181
6.819994, -17.493011, 45.621891, -15.824059
6.839994, -3.691154, 8.834189, -19.867529
6.859994, -20.046223, 36.425560, -15.763026
6.879994, -19.536457, 52.264633, -17.811932
6.899994, -37.885181, 59.417690, -14.716597
6.919994, -54.680618, 57.358017, -20.304523
6.939994, -23.939644, 42.520294, 5.247779
6.959994, -30.490175, 67.106728, -8.524206
6.979994, -39.572701, 62.145882, -11.996802
6.999994, -37.441383, 58.682167, -13.446170
7.019994, -36.870094, 55.679512, -13.397744
7.039994, -40.404522, 50.110962, -10.298015
7.059994, -40.875351, 49.665134, -10.269207
7.079994, -40.835846, 44.630634, -8.717517
7.099994, -39.278130, 43.665321, -8.200938
7.119994, -43.860752, 39.100033, -3.603781
7.139994, -40.781605, 51.893394, -4.119117
7.159994, -39.227928, 39.644798, 1.510010
7.179994, -46.358055, 31.491892, 7.150934
7.199994, -40.713161, 37.661892, 5.627329
7.219994, -48.360279, 29.012695, 11.764802
7.239994, -40.677254, 34.148975, 3.595524
7.259994, -43.735622, 25.473970, 13.810767
7.279994, -49.869102, 20.877789, 12.273281
7.299994, -52.934044, 28.033024, 18.902481
7.319994, -52.418575, 37.737080, 6.614004
7.339994, -46.796539, 19.318493, 21.421232
7.359994, -49.888233, 21.329786, 18.841560
7.379994, -49.393448, 18.258747, 20.870455
7.399994, -46.862984, 14.671262, 20.846752
7.419994, -47.403622, 13.121491, 19.287788
7.439994, -49.996937, 12.071333, 19.253809
7.459994, -47.488998, 13.051516, 20.744219
7.479994, -44.976402, 13.518204, 24.275866
7.499994, -47.569073, 12.457615, 20.666586
7.519994, -44.536568, 11.398003, 19.104382
7.539994, -47.132702, 10.326472, 22.644300
7.559994, -42.059868, 12.839591, 18.010103
7.579994, -39.539036, 16.380487, 18.494524
7.599994, -39.062870, 19.923092, 9.789763
7.619994, -35.519245, 11.199594, 14.890172
7.639994, -35.045898, 18.319408, 11.297344
7.659994, -33.536819, 20.347879, 10.781675
7.679994, -30.996235, 18.800211, 6.182055
7.699994, -28.455130, 26.963299, 0.056078
7.719994, -24.901718, 25.406242, 3.126201
7.739994, -22.872820, 31.512007, -3.508443
7.759994, -17.770391, 19.750404, 2.136187
7.779994, -18.289289, 29.968889, -4.485751
7.799994, -18.289089, 26.407703, -7.521375
7.819993, -17.260071, 27.440483, -12.604307
7.839993, -14.189181, 28.466784, -10.547091
7.859993, -14.690868, 34.092812, -13.091269
7.879993, -13.650852, 32.569401, -11.026672
