t, uk1, uk2, uk3)
7.899993, 0.247500, 0.247056, 0.110212
7.919993, 0.232431, 0.236758, 0.096319
7.939993, 0.210082, 0.213078, 0.069998
7.959993, 0.181564, 0.180121, 0.041413
7.979993, 0.154688, 0.156130, 0.019330
7.999993, 0.118690, 0.123928, -0.011718
8.019994, 0.074525, 0.085045, -0.054019
8.039994, 0.026122, 0.042944, -0.098228
8.059995, -0.025589, -0.000067, -0.142126
8.079995, -0.073238, -0.046961, -0.184427
8.099996, -0.113142, -0.086421, -0.217251
8.119996, -0.145322, -0.116271, -0.250496
8.139997, -0.177835, -0.146254, -0.282876
8.159997, -0.202714, -0.167537, -0.307910
8.179997, -0.229235, -0.188910, -0.332745
8.199998, -0.256622, -0.213633, -0.358467
8.219998, -0.283453, -0.239533, -0.378174
8.239999, -0.318985, -0.274753, -0.394620
8.259999, -0.348879, -0.306534, -0.405139
8.280000, -0.375067, -0.341866, -0.413240
8.300000, -0.400368, -0.365014, -0.412996
8.320001, -0.417412, -0.376687, -0.400057
8.340001, -0.450591, -0.410821, -0.377509
8.360002, -0.470144, -0.436321, -0.352341
8.380002, -0.482239, -0.471098, -0.352830
8.400002, -0.480064, -0.497020, -0.328262
8.420003, -0.454342, -0.461222, -0.265144
8.440003, -0.469433, -0.458758, -0.257820
8.460004, -0.470321, -0.448993, -0.229479
8.480004, -0.424914, -0.405228, -0.161767
8.500005, -0.374624, -0.382436, -0.108082
8.520005, -0.329460, -0.357623, -0.058901
8.540006, -0.280502, -0.319185, -0.004616
8.560006, -0.231698, -0.276973, 0.045452
8.580007, -0.167493, -0.223287, 0.104198
8.600007, -0.091437, -0.165518, 0.170312
8.620008, -0.014958, -0.110057, 0.224774
8.640008, 0.076745, -0.036264, 0.291066
8.660008, 0.197809, 0.074081, 0.377664
8.680009, 0.322358, 0.187445, 0.454320
8.700009, 0.398481, 0.272601, 0.489940
8.720010, 0.442002, 0.338582, 0.507872
8.740010, 0.482883, 0.397749, 0.524961
8.760011, 0.528667, 0.458647, 0.538566
8.780011, 0.569481, 0.524562, 0.534637
8.800012, 0.603881, 0.583729, 0.530310
8.820012, 0.629936, 0.625652, 0.518525
8.840013, 0.640500, 0.654592, 0.509470
8.860013, 0.644983, 0.681668, 0.470721
8.880013, 0.668619, 0.723392, 0.451701
8.900014, 0.680536, 0.745829, 0.436077
8.920014, 0.690590, 0.754241, 0.415459
8.940015, 0.716556, 0.762652, 0.401655
8.960015, 0.744143, 0.766580, 0.396528
8.980016, 0.720151, 0.730782, 0.370185
9.000016, 0.658565, 0.652950, 0.310640
9.020017, 0.580400, 0.554367, 0.231654
9.040017, 0.494578, 0.450902, 0.145721
9.060018, 0.405051, 0.351498, 0.059478
9.080018, 0.293374, 0.243905, -0.036708
9.100019, 0.167782, 0.112054, -0.132894
9.120019, 0.051533, -0.007146, -0.201538
9.140019, -0.059545, -0.117025, -0.259551
9.160020, -0.192261, -0.253404, -0.334254
9.180020, -0.283609, -0.370828, -0.374823
9.200021, -0.353096, -0.431549, -0.396173
9.220021, -0.453676, -0.500482, -0.444155
9.240022, -0.544846, -0.578847, -0.465283
9.260022, -0.621902, -0.633309, -0.478710
9.280023, -0.671837, -0.647757, -0.481329
9.300023, -0.706813, -0.653172, -0.482372
9.320024, -0.721461, -0.651752, -0.479021
9.340024, -0.708345, -0.645116, -0.456339
9.360024, -0.699978, -0.670549, -0.450414
9.380025, -0.698824, -0.680758, -0.457649
9.400025, -0.656789, -0.637082, -0.411975
9.420026, -0.606744, -0.603526, -0.366590
9.440026, -0.533395, -0.552858, -0.311683
9.460027, -0.457871, -0.507628, -0.276218
9.480027, -0.436232, -0.530842, -0.297857
9.500028, -0.433613, -0.551149, -0.337294
9.520028, -0.365147, -0.467525, -0.290733
9.540029, -0.248632, -0.343287, -0.199185
9.560029, -0.132006, -0.223731, -0.106572
9.580029, -0.016934, -0.127989, -0.007235
9.600030, 0.084268, -0.038528, 0.089284
9.620030, 0.149228, 0.050024, 0.137199
9.640031, 0.200162, 0.120687, 0.162588
9.660031, 0.234672, 0.174861, 0.183872
9.680032, 0.256355, 0.205222, 0.193215
9.700032, 0.266941, 0.218915, 0.194436
9.720033, 0.270981, 0.226439, 0.195878
9.740033, 0.270182, 0.234894, 0.199008
9.760034, 0.271358, 0.251229, 0.201072
9.780034, 0.278593, 0.276640, 0.208551
9.800035, 0.290666, 0.298012, 0.219825
9.820035, 0.298434, 0.309664, 0.231166
9.840035, 0.297657, 0.309220, 0.232009
9.860036, 0.295127, 0.303316, 0.229768
9.880036, 0.287448, 0.292131, 0.227437
9.900037, 0.279614, 0.282610, 0.223309
9.920037, 0.264300, 0.268073, 0.205999
9.940038, 0.242285, 0.247500, 0.190374
9.960038, 0.222510, 0.230988, 0.175327
9.980039, 0.204201, 0.208529, 0.149406
10.000039, 0.184538, 0.188954, 0.130452
10.020040, 0.158793, 0.169180, 0.112498
10.040040, 0.137044, 0.151270, 0.095054
10.060040, 0.114429, 0.128544, 0.075124
10.080041, 0.092435, 0.107749, 0.051799
10.100041, 0.063872, 0.074792, 0.020729
10.120042, 0.030716, 0.040392, -0.011718
10.140042, -0.006214, 0.006525, -0.046073
10.160043, -0.039526, -0.026122, -0.080251
10.180043, -0.067867, -0.051844, -0.105818
10.200044, -0.080295, -0.066025, -0.125237
10.220044, -0.091703, -0.080517, -0.147186
10.240045, -0.103066, -0.095143, -0.167227
10.260045, -0.112165, -0.104819, -0.179300
10.280046, -0.118335, -0.107815, -0.184826
10.300046, -0.122862, -0.108370, -0.181830
10.320046, -0.132761, -0.112942, -0.179633
10.340047, -0.136733, -0.125193, -0.182518
10.360047, -0.146809, -0.137155, -0.180343
10.380048, -0.159548, -0.147919, -0.177236
10.400048, -0.171266, -0.160103, -0.170756
10.420049, -0.177391, -0.166161, -0.151381
10.440049, -0.180587, -0.167804, -0.130497
10.460050, -0.192017, -0.169690, -0.118823
10.480050, -0.203113, -0.182496, -0.113008
10.500051, -0.214476, -0.203224, -0.107505
10.520051, -0.219004, -0.215098, -0.092835
10.540051, -0.214232, -0.210526, -0.073504
10.560052, -0.200295, -0.199784, -0.048914
10.580052, -0.187179, -0.188399, -0.028030
10.600053, -0.170977, -0.171577, -0.007901
10.620053, -0.152801, -0.155442, 0.014426
10.640054, -0.124638, -0.135801, 0.036086
10.660054, -0.077899, -0.098494, 0.071285
10.680055, -0.027187, -0.054130, 0.109968
10.700055, 0.020618, -0.012806, 0.138464
10.720056, 0.062652, 0.022992, 0.161390
10.740056, 0.109435, 0.064205, 0.185536
10.760056, 0.139485, 0.095232, 0.191839
10.780057, 0.159148, 0.127168, 0.189487
10.800057, 0.172975, 0.154865, 0.188399
10.820058, 0.185914, 0.178457, 0.189442
10.840058, 0.206154, 0.205666, 0.198053
10.860059, 0.228081, 0.231499, 0.207619
10.880059, 0.242684, 0.251118, 0.207508
10.900060, 0.244304, 0.262192, 0.200428
10.920060, 0.242662, 0.261016, 0.189509
10.940061, 0.250474, 0.261593, 0.175261
10.960061, 0.250452, 0.246923, 0.158438
10.980062, 0.254025, 0.236093, 0.141616
11.000062, 0.254802, 0.237336, 0.124904
11.020062, 0.242950, 0.233829, 0.105441
11.040063, 0.228614, 0.225506, 0.080273
11.060063, 0.210837, 0.212723, 0.056926
11.080064, 0.192549, 0.196522, 0.030161
11.100064, 0.168980, 0.175993, 0.000377
11.120065, 0.135113, 0.150449, -0.030405
11.140065, 0.095587, 0.121930, -0.061076
11.160066, 0.064738, 0.095986, -0.085977
11.180066, 0.029650, 0.055461, -0.113386
11.200067, -0.012029, 0.015757, -0.143724
11.220067, -0.057991, -0.037662, -0.181320
11.240067, -0.109014, -0.090749, -0.217761
11.260068, -0.159504, -0.137399, -0.250585
11.280068, -0.199696, -0.176038, -0.279436
11.300069, -0.238312, -0.208418, -0.305425
11.320069, -0.265210, -0.231543, -0.317720
11.340070, -0.283165, -0.248255, -0.318630
11.360070, -0.302584, -0.276240, -0.322735
11.380071, -0.326464, -0.316610, -0.331657
11.400071, -0.348613, -0.352985, -0.328972
11.420072, -0.367877, -0.387007, -0.308243
11.440072, -0.372293, -0.391801, -0.277905
11.460073, -0.379462, -0.393177, -0.258397
11.480073, -0.412618, -0.406094, -0.264656
11.500073, -0.437897, -0.413795, -0.263834
11.520074, -0.431993, -0.406493, -0.241086
11.540074, -0.404007, -0.390625, -0.207907
11.560075, -0.370695, -0.370029, -0.169113
11.580075, -0.328572, -0.333477, -0.125659
11.600076, -0.283564, -0.301852, -0.079985
11.620076, -0.230744, -0.262924, -0.025589
11.640077, -0.178590, -0.223287, 0.030538
11.660077, -0.128854, -0.193881, 0.084179
11.680078, -0.075346, -0.145899, 0.145832
11.700078, -0.016379, -0.080717, 0.207241
11.720078, 0.045607, -0.014803, 0.266453
11.740079, 0.117514, 0.047538, 0.319806
11.760079, 0.196189, 0.108215, 0.369497
11.780080, 0.289756, 0.171111, 0.413329
11.800080, 0.363571, 0.230367, 0.430773
11.820081, 0.428487, 0.315367, 0.468080
11.840081, 0.474005, 0.420186, 0.507828
11.860082, 0.483038, 0.483948, 0.499306
11.880082, 0.458625, 0.511334, 0.447440
11.900083, 0.451723, 0.524140, 0.412308
11.920083, 0.455651, 0.522498, 0.399835
11.940084, 0.468279, 0.514486, 0.358356
11.960084, 0.498063, 0.490606, 0.303161
11.980084, 0.527647, 0.479997, 0.260572
12.000085, 0.512866, 0.454076, 0.231587
12.020085, 0.492448, 0.446330, 0.229368
12.040086, 0.518281, 0.498129, 0.242329
12.060086, 0.538322, 0.556098, 0.264589
12.080087, 0.538588, 0.564843, 0.264389
