t, phi, uk, ur, tm
5.240000, -0.011964, -0.024119, 32.473576, -0.008496
5.260000, -0.012633, -0.022416, 31.453245, -0.012216
5.280000, -0.013388, -0.020475, 33.499191, -0.011025
5.300000, -0.014332, -0.015089, 28.905579, -0.020075
5.320000, -0.015008, -0.002855, 33.005825, -0.009942
5.340000, -0.014585, 0.006426, 29.949127, -0.008632
5.360000, -0.014634, 0.010434, 32.508129, -0.002530
5.380000, -0.014708, 0.009291, 28.929958, -0.009436
5.400000, -0.014784, 0.007947, 29.950647, -0.008714
5.420000, -0.014269, 0.008251, 29.950953, -0.006366
5.440000, -0.013622, 0.009218, 29.951920, -0.003123
5.460000, -0.013214, 0.009402, 29.441055, -0.002149
5.480000, -0.013517, 0.010144, 29.441797, -0.003066
5.500000, -0.013088, 0.012008, 29.954710, 0.000559
5.520000, -0.012623, 0.016063, 28.936731, 0.002859
5.540000, -0.012068, 0.017001, 26.382675, 0.001400
5.560000, -0.011671, 0.019195, 29.450850, 0.009353
5.580000, -0.011279, 0.018692, 25.873381, 0.004754
5.600000, -0.010584, 0.015363, 25.870052, 0.006047
5.620000, -0.010892, 0.014905, 23.825586, 0.001067
5.640000, -0.010096, 0.016786, 26.382462, 0.009702
5.660000, -0.010309, 0.018715, 26.384390, 0.009763
5.680000, -0.010006, 0.018690, 24.851345, 0.008465
5.700000, -0.009661, 0.020290, 24.341957, 0.009879
5.720000, -0.009407, 0.025454, 26.902115, 0.017853
5.740000, -0.008382, 0.025563, 26.902224, 0.022282
5.760000, -0.007788, 0.020936, 26.897598, 0.022488
5.780000, -0.006994, 0.014004, 26.890665, 0.022394
5.800000, -0.006773, 0.003952, 26.369627, 0.017428
5.820000, -0.006581, -0.003741, 27.383966, 0.016103
5.840000, -0.006746, -0.008802, 26.867859, 0.011996
5.860000, -0.007330, -0.013231, 29.929470, 0.012438
5.880000, -0.007563, -0.015070, 26.350605, 0.004507
5.900000, -0.007669, -0.011711, 30.441977, 0.012614
5.920000, -0.007913, -0.008277, 27.379433, 0.008145
5.940000, -0.007846, -0.006844, 29.935858, 0.013443
5.960000, -0.007449, -0.006785, 26.869877, 0.010012
5.980000, -0.007809, -0.009734, 26.866926, 0.006997
6.000000, -0.008166, -0.011706, 28.908960, 0.007918
6.020000, -0.008623, -0.017312, 29.414341, 0.004016
6.040000, -0.009329, -0.022110, 29.920591, -0.000549
6.060000, -0.010243, -0.025639, 29.917063, -0.006218
6.080000, -0.010676, -0.024844, 25.318857, -0.015398
6.100000, -0.010753, -0.016691, 29.926010, -0.003898
6.120000, -0.011239, -0.007254, 26.358421, -0.007247
6.140000, -0.011537, -0.003506, 30.450182, 0.000237
6.160000, -0.010755, -0.002352, 26.363323, -0.002718
6.180000, -0.011063, -0.004925, 27.893770, -0.002746
6.200000, -0.011756, -0.008145, 28.912521, -0.005603
6.220000, -0.011583, -0.014601, 29.928101, -0.006391
6.240000, -0.011752, -0.018587, 29.413067, -0.009972
6.260000, -0.012307, -0.021782, 28.898886, -0.014800
6.280000, -0.012921, -0.020334, 29.411320, -0.015835
6.300000, -0.012844, -0.014745, 30.438942, -0.010979
6.320000, -0.013250, -0.008448, 26.868212, -0.015562
6.340000, -0.012461, -0.003814, 24.317854, -0.014167
6.360000, -0.012711, 0.004600, 24.326269, -0.011006
6.380000, -0.012980, 0.011326, 26.887987, -0.004478
6.400000, -0.011627, 0.013585, 23.824266, -0.002729
6.420000, -0.011575, 0.009589, 24.331259, -0.003657
6.440000, -0.011948, 0.005986, 23.305681, -0.008776
6.460000, -0.012689, 0.004664, 24.326332, -0.010881
6.480000, -0.012540, 0.008839, 23.819521, -0.009006
6.500000, -0.012113, 0.014442, 24.336111, -0.003514
6.520000, -0.011367, 0.020224, 26.385899, 0.006009
6.540000, -0.011506, 0.020250, 21.786926, -0.002302
6.560000, -0.011673, 0.019878, 21.275568, -0.004059
6.580000, -0.011795, 0.026696, 21.793371, -0.000297
6.600000, -0.010561, 0.033323, 21.289013, 0.007436
6.620000, -0.009992, 0.037009, 21.292698, 0.011713
6.640000, -0.009982, 0.036524, 21.292213, 0.011510
6.660000, -0.009228, 0.032576, 22.310238, 0.014463
6.680000, -0.008970, 0.029165, 22.306828, 0.013850
6.700000, -0.007720, 0.025477, 21.792152, 0.016470
6.720000, -0.007480, 0.019698, 21.275387, 0.013730
6.740000, -0.007513, 0.015456, 22.804165, 0.014037
6.760000, -0.006791, 0.013053, 21.779728, 0.014189
6.780000, -0.006704, 0.012408, 21.779083, 0.014239
6.800000, -0.007113, 0.012889, 21.268579, 0.011874
6.820000, -0.006211, 0.014293, 21.780968, 0.017288
6.840000, -0.005423, 0.014996, 21.270685, 0.020140
6.860000, -0.005946, 0.012447, 21.268137, 0.016629
6.880000, -0.005608, 0.010147, 23.820829, 0.021211
6.900000, -0.005341, 0.004250, 21.259939, 0.015094
6.920000, -0.005065, -0.002115, 23.808567, 0.017370
6.940000, -0.004462, -0.007150, 23.803532, 0.017413
6.960000, -0.005580, -0.015463, 24.817192, 0.010189
6.980000, -0.005878, -0.022066, 19.189617, -0.003851
7.000000, -0.005870, -0.020996, 26.855665, 0.009610
7.020000, -0.006136, -0.015966, 26.860695, 0.010999
7.040000, -0.006844, -0.019301, 24.302368, 0.002008
7.060000, -0.006390, -0.022136, 27.365572, 0.007678
7.080000, -0.007188, -0.021454, 27.877241, 0.005475
7.100000, -0.007046, -0.025178, 25.829510, 0.000774
7.120000, -0.008185, -0.027106, 29.404547, 0.000963
7.140000, -0.008325, -0.029716, 27.868979, -0.003523
7.160000, -0.008553, -0.032796, 27.354914, -0.006903
7.180000, -0.009222, -0.033651, 26.843010, -0.011043
7.200000, -0.009529, -0.033418, 27.354290, -0.011375
7.220000, -0.010300, -0.029150, 26.847511, -0.013381
7.240000, -0.010437, -0.025197, 27.362511, -0.011119
7.260000, -0.011411, -0.019187, 26.857473, -0.013114
7.280000, -0.011459, -0.014734, 24.306934, -0.015376
7.300000, -0.011603, -0.005893, 24.315775, -0.011551
7.320000, -0.011711, 0.001188, 26.877850, -0.004160
7.340000, -0.011584, 0.001340, 24.323008, -0.007838
7.360000, -0.010751, -0.001139, 23.809544, -0.006390
7.380000, -0.011219, -0.001808, 24.319860, -0.007861
7.400000, -0.011569, -0.003609, 24.318060, -0.010257
7.420000, -0.012854, -0.003112, 24.318556, -0.015490
7.440000, -0.012417, 0.002342, 24.834997, -0.010027
7.460000, -0.012268, 0.011485, 24.333153, -0.005660
7.480000, -0.013213, 0.016374, 22.294037, -0.010670
7.500000, -0.013918, 0.023621, 21.790297, -0.010896
7.520000, -0.012892, 0.033764, 22.311426, -0.000566
7.540000, -0.012155, 0.040685, 22.318346, 0.006050
7.560000, -0.011478, 0.042569, 21.809244, 0.009028
7.580000, -0.010413, 0.039943, 21.806618, 0.012250
7.600000, -0.009178, 0.034850, 21.290539, 0.014100
7.620000, -0.008741, 0.027356, 21.794031, 0.013059
7.640000, -0.008030, 0.020548, 21.787224, 0.012670
7.660000, -0.007455, 0.015462, 21.782137, 0.012568
7.680000, -0.007809, 0.012740, 21.779415, 0.009692
7.700000, -0.007195, 0.010538, 22.288200, 0.012061
7.720000, -0.007575, 0.011971, 21.778646, 0.010304
7.740000, -0.007476, 0.014510, 22.292171, 0.012862
7.760000, -0.007100, 0.016426, 21.272116, 0.013709
7.780000, -0.007206, 0.018881, 21.274570, 0.014489
7.800000, -0.006291, 0.020091, 22.297752, 0.020718
7.820000, -0.006199, 0.019131, 21.785807, 0.019770
7.840000, -0.005424, 0.012607, 21.268297, 0.018935
7.860000, -0.005336, 0.008675, 21.775351, 0.018198
7.880000, -0.005792, 0.004189, 21.770864, 0.014001
7.900000, -0.006318, -0.001799, 21.253891, 0.007889
7.920000, -0.006536, -0.000725, 21.765951, 0.008357
7.940000, -0.006541, -0.000104, 23.299591, 0.011228
7.960000, -0.005874, -0.001043, 24.320625, 0.015318
7.980000, -0.005422, -0.005845, 24.315825, 0.014832
8.000000, -0.005837, -0.012029, 22.265633, 0.006521
8.020000, -0.005911, -0.015398, 27.372311, 0.013104
8.040000, -0.006778, -0.017320, 26.348354, 0.006722
8.060000, -0.006531, -0.021789, 25.321913, 0.003812
8.080000, -0.006660, -0.023293, 24.809362, 0.001648
8.100000, -0.007393, -0.023712, 16.121992, -0.016293
8.120000, -0.007492, -0.019265, 27.368443, 0.004420
8.140000, -0.007971, -0.014509, 26.862152, 0.003905
8.160000, -0.008059, -0.022810, 23.787872, -0.005792
8.180000, -0.008822, -0.026766, 24.805889, -0.009317
8.200000, -0.009106, -0.024348, 26.852314, -0.005873
8.220000, -0.009254, -0.021785, 24.810869, -0.008658
8.240000, -0.009456, -0.018885, 26.857777, -0.004624
8.260000, -0.009365, -0.017284, 26.348391, -0.004289
8.280000, -0.010546, -0.017091, 23.793591, -0.013526
