t, x3_estimate, x3_phiobs
16.460186, 0.108887, 0.238899
16.480186, 0.110285, 0.237358
16.500187, 0.109575, 0.235851
16.520187, 0.109486, 0.234352
16.540188, 0.109176, 0.232869
16.560188, 0.109730, 0.231399
16.580189, 0.620617, 0.229951
16.600189, 0.109442, 0.232776
16.620190, 0.109375, 0.231310
16.640190, 0.109198, 0.229859
16.660191, 0.620661, 0.228421
16.680191, 0.109952, 0.231263
16.700191, 0.620550, 0.229819
16.720192, 0.110019, 0.232644
16.740192, 0.109553, 0.231185
16.760193, 0.109353, 0.229737
16.780193, 0.109975, 0.228302
16.800194, 0.109220, 0.226890
16.820194, 0.109708, 0.225484
16.840195, 0.109797, 0.224098
16.860195, 0.109353, 0.222728
16.880196, -0.401522, 0.221367
16.900196, 0.620573, 0.215762
16.920197, -0.401322, 0.218736
16.940197, 0.109664, 0.213161
16.960197, 0.109730, 0.211903
16.980198, 0.109797, 0.210660
17.000198, 0.109997, 0.209429
17.020199, 0.621105, 0.208212
17.040199, 0.620972, 0.211268
17.060200, 0.109575, 0.214288
17.080200, 0.109065, 0.213012
17.100201, 0.620861, 0.211744
17.120201, 0.110108, 0.214757
17.140202, 0.620683, 0.213482
17.160202, 0.620772, 0.216474
17.180202, 0.109819, 0.219435
17.200203, 3.687267, 0.218107
17.220203, 0.621083, 0.246609
17.240204, 1.131337, 0.249251
17.260204, 0.109708, 0.256116
17.280205, 0.109753, 0.254399
17.300205, 0.109264, 0.252703
17.320206, 0.620839, 0.251022
17.340206, 0.620794, 0.253626
17.360207, 0.620284, 0.256203
17.380207, 0.620528, 0.258747
17.400208, 0.109686, 0.261269
17.420208, 0.109087, 0.259508
17.440208, 0.109597, 0.257761
17.460209, 0.109664, 0.256039
17.480209, 0.620262, 0.254337
17.500210, -0.402033, 0.256908
17.520210, -0.401722, 0.250930
17.540211, 0.109708, 0.245021
17.560211, 0.108865, 0.243439
17.580212, 0.109597, 0.241864
17.600212, -0.401367, 0.240313
17.620213, 0.109597, 0.234519
17.640213, 0.620817, 0.233046
17.660213, 0.109309, 0.235847
17.680214, 0.109508, 0.234353
17.700214, 0.621283, 0.232877
17.720215, 0.109331, 0.235683
17.740215, 0.109575, 0.234188
17.760216, 0.109642, 0.232713
17.780216, 0.109553, 0.231253
17.800217, 0.620240, 0.229807
17.820217, 0.109531, 0.232631
17.840218, 0.620772, 0.231170
17.860218, 0.109841, 0.233985
17.880219, 0.109486, 0.232511
17.900219, 0.108687, 0.231050
17.920219, 0.109065, 0.229594
17.940220, 0.109464, 0.228159
17.960220, 0.109597, 0.226744
17.980221, -0.401567, 0.225345
18.000221, 0.109597, 0.219700
18.020222, 0.109575, 0.218376
18.040222, 0.109375, 0.217064
18.060223, -0.401633, 0.215763
18.080223, 0.109375, 0.210217
18.100224, 0.109131, 0.208988
18.120224, 0.109775, 0.207769
18.140224, 0.620683, 0.206569
18.160225, 0.109375, 0.209638
18.180225, 0.109819, 0.208410
18.200226, -0.401411, 0.207201
18.220226, 0.620706, 0.201743
18.240227, 0.109619, 0.204861
18.260227, 0.110063, 0.203685
18.280228, -0.401855, 0.202527
18.300228, 0.110063, 0.197110
18.320229, 0.109730, 0.196022
18.340229, 0.109642, 0.194939
18.360229, 0.109619, 0.193866
18.380230, 0.110041, 0.192804
18.400230, 0.109597, 0.191757
18.420231, -0.401500, 0.190716
18.440231, 0.109908, 0.185425
18.460232, 0.109309, 0.184453
18.480232, 0.620661, 0.183484
18.500233, 0.620728, 0.186787
18.520233, 4.198031, 0.190055
18.540234, 0.621039, 0.223101
18.560234, 0.109153, 0.225981
18.580235, 0.620728, 0.224564
18.600235, 0.621327, 0.227431
18.620235, 0.109753, 0.230276
18.640236, 0.109508, 0.228828
18.660236, 0.619973, 0.227394
18.680237, -0.401212, 0.230229
18.700237, 0.620883, 0.224528
18.720238, -0.401611, 0.227408
18.740238, 0.109686, 0.221734
18.760239, 0.109464, 0.220384
18.780239, -0.401300, 0.219046
18.800240, 0.109553, 0.213466
18.820240, 0.109331, 0.212203
18.840240, -0.401278, 0.210950
18.860241, 0.109398, 0.205456
18.880241, 0.109531, 0.204275
18.900242, 0.109597, 0.203108
18.920242, 0.109886, 0.201952
18.940243, -0.401389, 0.200812
18.960243, 0.620905, 0.195420
18.980244, 0.109797, 0.198607
19.000244, 0.109309, 0.197498
19.020245, 0.109398, 0.196394
19.040245, 0.620772, 0.195303
19.060246, 0.109686, 0.198485
19.080246, 0.109420, 0.197374
19.100246, 0.109997, 0.196271
19.120247, 0.620550, 0.195186
19.140247, 0.109508, 0.198365
19.160248, 0.109575, 0.197252
19.180248, 0.620373, 0.196151
19.200249, 0.109398, 0.199317
19.220249, 0.109797, 0.198192
19.240250, 0.109508, 0.197083
19.260250, 0.109131, 0.195983
19.280251, 0.109575, 0.194890
19.300251, 0.109464, 0.193814
19.320251, 0.109908, 0.192748
19.340252, -0.401678, 0.191699
19.360252, 0.109753, 0.186394
19.380253, 0.109841, 0.185410
19.400253, 0.109819, 0.184437
19.420254, -0.401411, 0.183473
19.440254, -0.911932, 0.178257
19.460255, -0.401744, 0.168844
19.480255, 0.109531, 0.163779
19.500256, 0.621061, 0.163030
19.520256, 0.109619, 0.166551
19.540257, 0.109087, 0.165768
19.560257, 0.109619, 0.164987
19.580257, 0.109642, 0.164220
19.600258, 0.109886, 0.163460
19.620258, 0.109553, 0.162711
19.640259, -0.401544, 0.161965
19.660259, 0.621061, 0.156966
19.680260, 0.110063, 0.160545
19.700260, 0.109464, 0.159826
19.720261, -0.401278, 0.159107
19.740261, 0.620151, 0.154139
19.760262, 0.109220, 0.157735
19.780262, 0.109952, 0.157034
19.800262, 0.109642, 0.156349
19.820263, 0.109619, 0.155667
19.840263, 0.109775, 0.154992
19.860264, 0.110063, 0.154326
19.880264, 0.109619, 0.153670
19.900265, 0.109864, 0.153015
19.920265, -0.401744, 0.152369
19.940266, -0.401411, 0.147464
19.960266, 0.108998, 0.142616
19.980267, 0.109775, 0.142071
20.000267, 0.109819, 0.141540
20.020267, 0.620661, 0.141014
20.040268, 0.620883, 0.144750
20.060268, 0.109553, 0.148447
20.080269, -0.401189, 0.147841
20.100269, 0.620595, 0.142987
20.120270, 0.109575, 0.146700
20.140270, 0.109664, 0.146113
20.160271, 0.109753, 0.145534
20.180271, 0.109908, 0.144963
20.200272, 0.109708, 0.144399
20.220272, 0.109952, 0.143838
20.240273, 0.109619, 0.143286
20.260273, 0.620550, 0.142736
20.280273, 0.109908, 0.146449
20.300274, -0.400879, 0.145869
20.320274, -0.401212, 0.141038
20.340275, 0.109664, 0.136255
20.360275, -0.401633, 0.135780
20.380276, 0.109819, 0.131048
20.400276, -0.401012, 0.130630
20.420277, 0.109398, 0.125958
20.440277, 0.108710, 0.125588
20.460278, 0.108798, 0.125213
20.480278, 0.109975, 0.124842
20.500278, 0.109486, 0.124488
20.520279, -0.401101, 0.124131
20.540279, 0.109176, 0.119524
20.560280, 0.620395, 0.119216
20.580280, -0.401367, 0.123171
20.600281, 0.109775, 0.118569
20.620281, 0.109331, 0.118276
20.640282, 0.620839, 0.117980
20.660282, 0.109975, 0.121951
20.680283, 0.109464, 0.121623
20.700283, 0.109242, 0.121291
20.720284, 0.109886, 0.120961
20.740284, 0.109531, 0.120641
20.760284, -0.401900, 0.120321
20.780285, 0.109420, 0.115740
20.800285, 0.109508, 0.115472
20.820286, 0.621016, 0.115206
20.840286, 0.109886, 0.119207
20.860287, 0.109264, 0.118905
20.880287, 0.109597, 0.118599
20.900288, 0.110063, 0.118300
20.920288, 0.109775, 0.118009
20.940289, 0.109375, 0.117718
20.960289, 1.131870, 0.117426
20.980289, -0.401256, 0.125659
21.000290, -0.401145, 0.121027
21.020290, 0.109464, 0.116446
21.040291, 0.109708, 0.116168
21.060291, 0.110086, 0.115897
21.080292, 0.109553, 0.115632
21.100292, 0.109398, 0.115364
21.120293, -0.401522, 0.115096
21.140293, 0.620683, 0.110574
21.160294, 0.110019, 0.114619
21.180294, 0.109886, 0.114366
21.200294, 0.109508, 0.114114
21.220295, 0.109176, 0.113859
21.240295, 0.109886, 0.113604
21.260296, -0.401278, 0.113360
21.280296, -0.401411, 0.108857
21.300297, 0.109375, 0.104402
21.320297, 0.109686, 0.104249
21.340298, 0.109975, 0.104102
21.360298, 0.109997, 0.103958
21.380299, 0.110152, 0.103816
21.400299, 0.109664, 0.103676
21.420300, 0.109686, 0.103531
21.440300, 0.109309, 0.103388
21.460300, 0.109753, 0.103242
21.480301, -0.401123, 0.103102
21.500301, 0.109819, 0.098707
21.520302, 0.109508, 0.098616
21.540302, 0.109242, 0.098522
21.560303, 0.109309, 0.098425
21.580303, -0.401700, 0.098330
21.600304, 0.109331, 0.093977
21.620304, 0.109508, 0.093930
21.640305, 0.109442, 0.093885
21.660305, 0.620661, 0.093839
21.680305, -0.401411, 0.098054
21.700306, 0.109020, 0.093705
21.720306, 0.109087, 0.093655
21.740307, -0.401367, 0.093606
21.760307, 0.109508, 0.089306
21.780308, 0.109908, 0.089308
21.800308, 0.109775, 0.089315
21.820309, 0.109220, 0.089319
21.840309, -0.401433, 0.089316
21.860310, 0.109886, 0.085058
21.880310, 0.109908, 0.085108
21.900311, 0.621394, 0.085157
21.920311, 0.621349, 0.089469
21.940311, 0.109753, 0.093733
21.960312, 0.109531, 0.093686
21.980312, -0.401522, 0.093638
22.000313, 0.109575, 0.089331
22.020313, 0.109753, 0.089330
22.040314, -0.401500, 0.089332
22.060314, -0.401966, 0.085071
22.080315, 0.620462, 0.080851
22.100315, 0.109398, 0.085199
22.120316, 0.109531, 0.085239
22.140316, -0.401655, 0.085281
22.160316, 0.109353, 0.081061
22.180317, 0.109331, 0.081145
22.200317, 0.109464, 0.081228
22.220318, 0.109131, 0.081311
22.240318, 0.620595, 0.081389
22.260319, 0.110041, 0.085729
22.280319, 0.109686, 0.085769
22.300320, 0.109553, 0.085805
22.320320, 0.109708, 0.085839
22.340321, 0.109575, 0.085875
22.360321, 0.620928, 0.085908
22.380322, 0.109442, 0.090204
22.400322, 0.620950, 0.090190
22.420322, 0.109109, 0.094440
22.440323, -0.401722, 0.094377
22.460323, 0.109797, 0.090060
22.480324, 0.109375, 0.090053
22.500324, 0.109664, 0.090043
22.520325, -0.912309, 0.090035
22.540325, -0.400856, 0.081511
22.560326, 0.620750, 0.077342
22.580326, 0.620573, 0.081730
22.600327, 0.620484, 0.086067
22.620327, -0.401589, 0.090356
22.640327, 0.108954, 0.086081
22.660328, 0.109997, 0.086107
22.680328, -0.401212, 0.086144
22.700329, -0.401478, 0.081920
22.720329, 0.109109, 0.077738
22.740330, 0.620639, 0.077854
22.760330, 0.110019, 0.082233
22.780331, 0.109886, 0.082310
22.800331, 0.620550, 0.082385
22.820332, -0.401522, 0.086713
22.840332, 0.109153, 0.082476
22.860332, 0.620550, 0.082541
22.880333, 0.109952, 0.086868
22.900333, 0.109597, 0.086895
